name_rus;name_eng;city_rus;city_eng;gmt_offset;country_rus;phone;email;website
;Boire Field;;Nashua, NH;-5.0;США;;;
;Wideawake Field;;Georgetown, Ascension Island;+0.0;Остров святой Елены;;;
Амами-О-Сима;Amami O Shima;Амами-О-Сима;Amami O Shima;+9.0;Япония;;;
;Yamoussoukro;;Yamoussoukro;+0.0;Кот д'Ивуар;;;
;Harrison County;Маршалл;Marshall;-6.0;США;903-938-3908;;
;Yohannes IV;;Asmara;+3.0;Эритрея;;;
;Talladega;Талладега;Talladega;-6.0;США;;;
Асоса;Asosa;Асоса;Asosa;+3.0;Эфиопия;;;
Элис Спрингз;Alice Springs;Элис Спрингз;Alice Springs;+10.5;Австралия;;;
Остин;Austin;Остин;Austin;-6.0;США;;;
;Erkilet International Airport;Кайсери;Kayseri;+2.0;Турция;;;
;Astoria;;Astoria;-8.0;США;;;
;Silvio Pettirossi;Асунсьон;Asuncion;-3.0;Парагвай;;;
Амбосели;Amboseli;Амбосели;Amboseli;-3.0;Кения;;;
Асуан;Aswan;Асуан;Aswan;+2.0;Египет;;;
Эшленд;Ashland;Эшленд;Ashland;-6.0;США;;;
;Ashley;;Ashley;-6.0;США;;;
Асирим;Asirim;Асирим;Asirim;+0.0;Папуа - Новая Гвинея;;;
Анта;Anta;Анта;Anta;-5.0;Перу;;;
Атбара;Atbara;Атбара;Atbara;+3.0;Судан;;;
Атоифи;Atoifi;Атоифи;Atoifi;-11.0;Соломоновы острова;;;
;Antlers;;Antlers;-6.0;США;;;
;Chachoan;Амбато;Ambato;-5.0;Эквадор;;;
;Attock;;Attock;+5.0;Пакистан;;;
;Eleftherios Venizelos;Афины;Athens;+2.0;Греция;302103530001;airport_info@aia.gr;http://www.aia.gr
Артигас;Artigas;Артигас;Artigas;-2.0;Уругвай;;;
Анцирабе;Antsirabe;Анцирабе;Antsirabe;+3.0;Мадагаскар;;;
;Atqasuk;;Atqasuk;-9.0;США;;;
;Hartsfield-jackson Atlanta International;;Atlanta, GA;-5.0;США;1-800 897-1910;;http://www.atlanta-airport.com/
Альтамира;Altamira;;Altamira;-4.0;Бразилия;;;
Наматанай;Namatanai;Наматанай;Namatanai;-10.0;Папуа - Новая Гвинея;;;
;Ohio University;Афины;Athens;+2.0;Греция;;;
;Airstrip;Айтейп;Aitape;-10.0;Папуа - Новая Гвинея;;;
;Raja Sansi;Амритсар;Amritsar;+5.5;Индия;;;
;Mouakchott;Атар;Atar;+0.0;Мавритания;;;
;Artesia;;Artesia;-7.0;США;;;
;Atmautluak;;Atmautluak;-9.0;США;;;
;Casco Cove;;Attu Island;-10.0;США;;;
Ати;Ati;Ати;Ati;-1.0;Чад;;;
;Outagamie County;Эпплтон;Appleton;-6.0;США;;;http://www.atwairport.com/
Атбасар;Atbasar;Атбасар;Atbasar;-2.0;Казахстан;;;
;Watertown;;Watertown;+5.0;США;;;
Асьют;Assiut;Асьют;Assiut;+2.0;Египет;;;
;Reina Beatrix;;Aruba;-4.0;Аруба;;;http://www.airportaruba.com
;Itauba;;Itauba;+0.0;Бразилия;;;
Араука;Arauca;Араука;Arauca;-5.0;Колумбия;;;
;Augustus Downs;;Augustus Downs;-10.0;Австралия;;;
;Abu Rudeis;;Abu Rudeis;-2.0;Египет;;;
;Auxerre Branches;;Auxerre;+1.0;Франция;;;
;Augusta;;Augusta;-5.0;США;;;
Абу-Даби;Abu Dhabi International;Абу-Даби;Abu Dhabi;+4.0;ОАЭ;+971 2-5757500;info@dcaauh.gov.ae;http://www.dcaauh.gov.ae
;Aua Island;;Aua Island;-10.0;Папуа - Новая Гвинея;;;
Амбунти;Ambunti;Амбунти;Ambunti;-10.0;Папуа - Новая Гвинея;;;
;Alakanuk;;Alakanuk;-9.0;США;;;
;Aur Island;;Aur Island;+12.0;Маршалловы острова;;;
Остин;Austin;Остин;Austin;-6.0;США;;;
Обурн;Auburn;Обурн;Auburn;-6.0;США;;;
;Auburn-Opelika;Обурн;Auburn;-6.0;США;;;
Агаун;Agaun;Агаун;Agaun;-10.0;Папуа - Новая Гвинея;;;
;Atuona;;Atuona;-9.0;Французская Полинезия;;;
Орийак;Aurillac;Орийак;Aurillac;-1.0;Франция;;;
Атауро;Atauro;Атауро;Atauro;+9.0;Индонезия;;;
;Aurukun Mission;;Aurukun Mission;+10.0;Австралия;61740606167;;
;Aumo;;Aumo;+0.0;Папуа - Новая Гвинея;;;
;Municipal;;Wausau;+6.0;США;;;
;Araguaina;;Araguaina;+3.0;Бразилия;;;
Анейтьюм;Aneityum;Анейтьюм;Aneityum;-11.0;Вануату;;;
;Municipal Airport;;Aurora;-6.0;США;;;
;An Shun/Huang Guo Shu;;An Shun;+0.0;Китай;;;
Авиано;Aviano;;Aviano;+1.0;Италия;;;
Авориаз;Avoriaz;Аворьяз;Avoriaz;+1.0;Франция;;;
Овернь;Auvergne;Овернь;Auvergne;-9.5;Австралия;;;
;Maximo Gomez;;Ciego De Avila;-5.0;Куба;;;
;Arvaikheer;;Arvaikheer;-8.0;Монголия;;;
;Asheville Regional Airport;;Fletcher;-5.0;США;;;http://www.flyavl.com/
;Avignon-Caum;Авиньон;Avignon;+1.0;Франция;;;
;Municipal;;Avon Park;-5.0;США;;;
;Wilkes-Barre/Scranton International Airport;;Wilkes-Barre/Scranton, PA;+5.0;США;;;
Аву-Аву;Avu Avu;Аву-Аву;Avu Avu;+11.0;Соломоновы острова;;;
Мельбурн-аэропорт Авалон;Avalon;Гелонг;Geelong;+11.0;Австралия;;;
;Avra Valley;Туксон;Tucson;+0.0;США;;;
;Avalon Bay;;Catalina Island;-8.0;США;;;
Авасса;Awassa;Авасса;Awassa;+3.0;Эфиопия;;;
Аваба;Awaba;Аваба;Awaba;-10.0;Папуа - Новая Гвинея;;;
Анива;Aniwa;Анива;Aniwa;-11.0;Вануату;;;
Алове;Alowe;Алове;Alowe;+1.0;Габон;;;
Аварех;Awareh;Аварех;Awareh;-3.0;Эфиопия;;;
;Wake Island;;Wake Island;-12.0;Внешние малые острова США;;;
;Municipal;;West Memphis;+6.0;США;;;
;Alton Downs;;Alton Downs;-9.5;Австралия;;;
;Austral Downs;;Austral Downs;-10.0;Австралия;;;
Авар;Awar;Авар;Awar;-10.0;Папуа - Новая Гвинея;;;
Ахваз;Ahwaz;Ахваз;Ahwaz;+3.5;Иран;;;
;Wallblake;;Anguilla;-4.0;Ангилья;;;
Александрия Бэй;Alexandria Bay;;Alexandria Bay;-5.0;США;;;
;Aramac;;Aramac;-10.0;Австралия;;;
Димокритос;Dimokritos;Александрополи;Alexandroupolis;+2.0;Греция;;;http://www.hcaa-eleng.gr/alexan.htm
;Xanxere;;Xanxere;+0.0;Бразилия;;;
Алгона;Algona;;Algona;-6.0;США;;;
Атак;Ataq;Атак;Ataq;+3.0;Йемен;;;
Александрия;Alexandria;Александрия;Alexandria;+9.5;Австралия;;;
;El Eden;Армения;Armenia;-5.0;Колумбия;;;
Александрия;Alexandria;Александрия;Alexandria;-6.0;США;;;
;Springpoint Arpt;;Spring Point;;Теркс и Кайкос;;;
;Arutua;;Arutua;+10.0;Французская Полинезия;;;
;Municipal;;Altus;-6.0;США;;;
Акита;Akita;Акита;Akita;+9.0;Япония;;info@akita-airport.com;http://www.akita-airport.com/
Аксум;Axum;Аксум;Axum;+3.0;Эфиопия;;;
;Neil Armstrong;;Wapakoneta;+5.0;США;;;
;Angel Fire;;Angel Fire;-7.0;США;;;
Айапел;Ayapel;Айапел;Ayapel;+5.0;Колумбия;;;
Айакучо;Ayacucho;Аякучо;Ayacucho;-5.0;Перу;;;
;Alroy Downs;;Alroy Downs;-9.5;Австралия;;;
;AAF Heliport;;Fort Devens;-5.0;Гаити;;;
Ягуара;Yaguara;Ягуара;Yaguara;-5.0;Колумбия;;;
;RAF Station;;Alconbury;+0.0;Великобритания;;;
Яри;Yari;Яри;Yari;+5.0;Колумбия;;;
Аркалык;Arkalyk;Аркалык;Arkalyk;-2.0;Казахстан;;;
;Anthony Lagoon;;Anthony Lagoon;-9.5;Австралия;;;
Аньян;Anyang;Аньян;Anyang;+8.0;Китай;;;
;Ayolas;;Ayolas;+3.0;Уганда;;;
;Yanamilla;Аякучо;Ayacucho;-5.0;Перу;;;
;Connellan;Айерс Рок;Ayers Rock;+10.5;Австралия;;;
Эйр;Ayr;Эйр;Ayr;+10.0;Австралия;;;
;Ware County;;Waycross;+5.0;США;;;
Анталия;Antalya;Анталия;Antalya;+2.0;Турция;+90 242 330 36 00;;http://www.aytport.com
Айюра;Aiyura;Айюра;Aiyura;-10.0;Папуа - Новая Гвинея;;;
Аяваси;Ayawasi;Аяваси;Ayawasi;-9.0;Индонезия;;;
;Zahns;;Amityville;-5.0;США;;;
Амазон-Бей;Amazon Bay;Амазон-Бей;Amazon Bay;-10.0;Папуа - Новая Гвинея;;;
Язд;Yazd;Язд;Yazd;+3.5;Иран;;;
Апацинган;Apatzingan;Апацинган;Apatzingan;-6.0;Мексика;;;
Батин;Bateen;Абу-Даби;Abu Dhabi;+4.0;ОАЭ;;;
Андижан;Andizhan;Андижан;Andizhan;+5.0;Узбекистан;(998-742) 24-27-44, 24-15-57;;
;Kalamazoo/Battle Creek Intl;Каламазу;Kalamazoo;-5.0;США;;;
;Atizapan;Мексико Сити;Mexico City;-6.0;Мексика;;;
Адрар;Adrar;;Adrar;+1.0;Алжир;;;
Запатока;Zapatoca;Запатока;Zapatoca;-5.0;Колумбия;;;
;Ambriz;;Ambriz;-1.0;Ангола;;;
Биалла;Bialla;Биалла;Bialla;-10.0;Папуа - Новая Гвинея;;;
;Beale AFB;;Marysville;-8.0;США;;;
;Barranca De Upia;;Barranca De Upia;+5.0;Колумбия;;;
;Barksdale AFB;Шревспорт;Shreveport;+6.0;США;;;
Барселонетта;Barcelonnette;Барселонетта;Barcelonnette;+1.0;Франция;;;
;Barnes;;Westfield;+0.0;США;;;
;Loakan;Багуйо;Baguio;+8.0;Филиппины;;;
;Bahrain International;;Manama;+3.0;Бахрейн;97317321997;info@bahrain.airport.com;http://www.bahrainairport.com
Буэнос-Айрес;Buenos Aires;Буэнос-Айрес;Buenos Aires;-6.0;Коста-Рика;;;
о.Бали;Bali;Бали;Bali;-10.0;Папуа - Новая Гвинея;;;
;Batman;;Batman;+2.0;Турция;;;
;Lander County;;Battle Mountain;-8.0;США;;;
Базонго;Basongo;Базонго;Basongo;;Демократическая республика Конго;;;
;Udorn;;Ban Mak Khaen;+7.0;Таиланд;;;
Байбара;Baibara;Байбара;Baibara;-10.0;Папуа - Новая Гвинея;;;
;E Cortissoz;Барранкуилла;Barranquilla;-5.0;Колумбия;;;
;Baker Aaf;Бейкер-Айленд, шт. Аляска;Baker Island;+0.0;США;;;
Балале;Balalae;Балале;Balalae;-11.0;Соломоновы острова;;;
;Airport Chafei Amsei;;Barretos;+3.0;Бразилия;;;
;Bauru;;Bauru;-2.0;Бразилия;;;
Баотоу;Baotou;Баотоу;Baotou;-8.0;Китай;;;
Биавонке;Biawonque;Биавонке;Biawonque;+1.0;Габон;;;
Барнаул;Barnaul;Барнаул;Barnaul;+7.0;Россия;;;
Байя Маре;Baia Mare;Байя Маре;Baia Mare;+2.0;Румыния;;;
;Barbelos;;Barbelos;+4.0;Бразилия;;;
;Teniente Vidal;Балмаседа;Balmaceda;-3.0;Чили;;;
;Municipal;;Benson;-6.0;США;;;
Бэй Сити;Bay City;Бэй Сити;Bay City;-6.0;США;;;
;Curtis Field;;Brady;-6.0;США;;;
;Big Bell;;Big Bell;-8.0;Австралия;;;
;Burlington;;Burlington;-5.0;США;;;
Бутаритари;Butaritari;Бутаритари;Butaritari;+12.0;Кирибати;;;
Барт;Barth;Барт;Barth;+1.0;Германия;;flughafen-barth@t-online.de;http://www.ostseeflughafen-stralsund-barth.de/
Бхубанесвар;Bhubaneswar;Бхубанесвар;Bhubaneswar;+5.5;Индия;;;
;Bitburg Air Base;Битбург;Bitburg;+1.0;Германия;;;
Касане;Kasane;Касане;Kasane;+2.0;Ботсвана;;;
Баболсар;Babolsar;Баболсар;Babolsar;-3.5;Иран;;;
Баттамбанг;Battambang;Баттамбанг;Battambang;+7.0;Камбоджа;;;
;Bario;;Bario;+7.0;Малайзия;;;
Бербера;Berbera;Бербера;Berbera;+3.0;Эфиопия;;;
;Bembridge;;Bembridge;+0.0;Великобритания;;;
;Barbuda;;Barbuda;-4.0;Антигуа и Барбуда;;;
;Baillif;;Basse Terre;-4.0;Гваделупа;;;
;Blackbushe;;Yateley;+0.0;Великобритания;+44 (0) 1252 879449;blackbusheairport@bca-group.com;http://www.blackbusheairport.co.uk
Берберати;Berberati;Берберати;Berberati;+1.0;Центральноафриканская Республика;;;
;Baneasa;Бухарест;Bucharest;+2.0;Румыния;+40 21 232 0020;airport@baneasa.aero;http://www.baneasa.aero
;Hkg;;Bereby;+0.0;Кот д'Ивуар;;;
;Broken Bow;;Broken Bow;-6.0;США;;;
;Wings Field;;Blue Bell;-5.0;США;;;
Бамбари;Bambari;Бамбари;Bambari;+1.0;Центральноафриканская Республика;;;
Замбези;Zambezi;Замбези;Zambezi;+2.0;Замбия;;;
Баракоа;Baracoa;Баракоа;Baracoa;-5.0;Куба;;;
;Virginia Tech;;Blacksburg;-5.0;США;;;
;Bear Creek;;Bear Creek;+9.0;США;;;
Баколод;Bacolod;Баколод;Bacolod;+8.0;Филиппины;;;
;Bryce;;Bryce;-7.0;США;;;
Бука;Bouca;Бука;Bouca;-1.0;Центральноафриканская Республика;;;
Бемичи;Bemichi;Бемичи;Bemichi;+3.0;Гайана;;;
;Cakung International;Баукау;Baucau;+9.0;Восточный Тимор;;;
;Barcaldine;;Barcaldine;-10.0;Австралия;;;
;Baca Grande;;Baca Grande;-7.0;США;;;
;Bolwarra;;Bolwarra;-10.0;Австралия;;;
Барра-Колорадо;Barra Colorado;Барра-Колорадо;Barra Colorado;+6.0;Коста-Рика;;;
Бакау;Bacau;Бакэу;Bacau;+2.0;Румыния;;;
;El Prat De Llobregat;Барселона;Barcelona;+1.0;Испания;34902404704;bcninfofi@aena.es;http://www.aena.es/csee/Satellite?pagename=Estandar%2FPage%2FAeropuerto&c=Page&MO=0&SMO=-1&SiteName=BCN%26cid%3D1045569607459
;Jinka;;Jinka;-3.0;Эфиопия;;;
;Bambu;;Bambu;;Эфиопия;;;
Вейл-Игл, шт. Колорадо;Brack;Вейл-Игл, шт. Колорадо;Brack;+2.0;Намибия;;;
;Boca Do Acre;;Boca Do Acre;+4.0;Бразилия;;;
;Southern Seaplane;;Belle Chasse;-6.0;США;;;
;Public;Бока Ратон;Boca Raton;-5.0;США;;;
Баучи;Bauchi;Баучи;Bauchi;-1.0;Нигерия;;;
;Belmopan;;Belmopan;-6.0;Белиз;;;
;Benguera Island;;Benguera Island;+2.0;Мозамбик;;;
Белорецк;Beloreck;Белорецк;Beloreck;-2.0;Россия;;;
Бульчи;Bulchi;Бульчи;Bulchi;-3.0;Эфиопия;;;
;Bickerton Island;;Bickerton Island;-9.5;Австралия;;;
;Kindley Field;;Bermuda;-4.0;Бермудские острова;;;
Бандаберг;Bundaberg;Бандаберг;Bundaberg;+10.0;Австралия;;;
;Barra Do Corda;;Barra Do Corda;+3.0;Бразилия;;;
;Badu Island;;Badu Island;-10.0;Австралия;;;
;Baudette;;Baudette;-6.0;США;;;
;Rinkenberger;;Bradford;-6.0;США;;;
;Blanding;;Blanding;-7.0;США;;;
Бандар-Ленге;Bandar Lengeh;Бандар-Ленге;Bandar Lengeh;+3.5;Иран;;;
Берд-Айленд;Bird Island;Берд-Айленд;Bird Island;+4.0;Сейшельские о-ва;;;
;Sjamsudin Noor;Банджармасин;Banjarmasin;+8.0;Индонезия;;;
;Bondoukou;;Bondoukou;+0.0;Кот д'Ивуар;;;
;Bradley International;;Windsor Locks;-5.0;США;860-292-2000;;http://www.bradleyairport.com/
Бандирма;Bandirma;Бандирма;Bandirma;+2.0;Турция;;;
;Talhar;Бадин;Badin;-5.0;Пакистан;;;
;Husein Sastranegara;Бандунг;Bandung;+7.0;Индонезия;;;
Бхадрапур;Bhadrapur;Бхадрапур;Bhadrapur;+5.5;Непал;00977-(0)23-520058;;
;Vadodara;;Vadodara;-5.5;Индия;;;
;Igor I. Sikorsky Mem.;;Bridgeport;-5.0;США;;;
;Papola Casale;Бриндиси;Brindisi;+1.0;Италия;;;
;Kisangani;Гбадолите;Gbadolite;;Демократическая республика Конго;;;
Бордуфос;Bardufoss;Бордуфос;Bardufoss;+1.0;Норвегия;+47 77 83 02 00;;
Моба;Moba;Моба;Moba;;Демократическая республика Конго;;;
;Bedford Downs;;Bedford Downs;-8.0;Австралия;;;
;Broadus;;Broadus;-7.0;США;;;
;State;;Bandon;-8.0;США;;;
Байндунг;Baindoung;Байндунг;Baindoung;-10.0;Папуа - Новая Гвинея;;;
Берейна;Bereina;Берейна;Bereina;-10.0;Папуа - Новая Гвинея;;;
;Benbecula;;Benbecula;+0.0;Великобритания;;;
;Beech;Вичита;Wichita;+0.0;США;;;
;Hanscom Field;;Bedford/Hanscom;-5.0;США;;;
;Beagle Bay;;Beagle Bay;+10.0;Австралия;;;
Блуфилдс;Bluefields;Блуфилдс;Bluefields;-6.0;Никарагуа;;;
;Nikola Tesla;Белград;Belgrade;+1.0;Сербия;+381 11 209-4000;press@beg.aero;http://www.beg.aero
;Ross Field;Бентон Харбор;Benton Harbor;-5.0;США;;;
Бейка;Beica;Бейка;Beica;+3.0;Эфиопия;;;
;Kalimaru;;Tanjung Redep;+8.0;Индонезия;;;
;Bareli;;Bareli;-5.5;Индия;;;
;Val De Cans;Белем;Belem;-3.0;Бразилия;;;
Боссембеле;Bossembele;Боссембеле;Bossembele;+1.0;Центральноафриканская Республика;;;
;Benina Intl;;Benghazi;+2.0;Ливия;;;
;Belmont;Ньюкасл;Newcastle;+7.0;Австралия;;;
Беллари;Bellary;Беллари;Bellary;+5.5;Индия;;;
;Honington;;Bury St Edmunds;+0.0;Великобритания;;;
;Berlin Metropolitan Area;Берлин;Berlin;+1.0;Германия;;;
;Guipavas;Брест;Brest;+1.0;Франция;;;
;Bethel Airport;;Bethel;-9.0;США;;;
;Bedourie;;Bedourie;-10.0;Австралия;;;
;Beer Sheba;;Beer Sheba;+2.0;Израиль;;;
Бейра;Beira;Бейра;Beira;+2.0;Мозамбик;;;
;RAF Station;;Benson;+6.0;Великобритания;;;
;Rafic Hariri International Airport;Бейрут;Beirut;+2.0;Ливан;+961 1 628 000;;http://www.beirutairport.gov.lb/indexflash.html
Беру;Beru;Беру;Beru;+12.0;Кирибати;;;
;Bahia Negra;;Bahia Negra;+0.0;Парагвай;;;
;Blue Fox Bay;;Blue Fox Bay;-9.0;США;;;
;Bloomfield;;Bloomfield;-10.0;Австралия;;;
;Bradford;;Bradford;-6.0;США;;;
Билифельд;Bielefeld;Билефельд;Bielefeld;+1.0;Германия;;;
;Scotts Bluff County;;Scottsbluff;+7.0;США;;;
;Bullfrog Basin;;Bullfrog Basin;-7.0;США;;;
;Bacacheri;Куритиба;Curitiba;-2.0;Бразилия;;;
;Boeing Field/King County International Airport;Сиэттл;Seattle;-8.0;США;;;
Ба;Ba;Ба;Ba;+12.0;Фиджи;;;
;Buffalo Municipal Airport;;Buffalo;-6.0;США;;;
;Meadows Field;Бейкерсфилд;Bakersfield;-8.0;США;;;
;Mob Aerospace;Мобайл;Mobile;-6.0;США;;;
;Buffalo Range;;Buffalo Range;+2.0;Зимбабве;;;
;Beaver Falls;;Beaver Falls;-5.0;США;;;
;Bahia Pinas;;Bahia Pinas;+0.0;Панама;;;
;Virgil I Grissom Muni;;Bedford;-5.0;США;;;
;Aldergrove International Airport;;Belfast;+0.0;Великобритания;00 44 (0)28 9448 4848;;http://www.belfastairport.com
;County;;Beaufort;-5.0;США;;;
Бенгбу;Bengbu;Бенгбу;Bengbu;+0.0;Китай;;;
;Buri Ram;;Buri Ram;+0.0;Таиланд;;;
;Sidi Belabbes;;Sidi Belabbes;+1.0;Алжир;;;
;Bafoussam;;Bafoussam;+1.0;Камерун;;;
;Palo Negro;;Bucaramanga;-5.0;Колумбия;;;
;Booue;;Booue;-1.0;Габон;;;
Браганса;Braganca;Браганса;Braganca;+0.0;Португалия;;;
;Borger;;Borger;-6.0;США;;;
;Decatur County;;Bainbridge;-5.0;США;;;
;Bangui;;Bangui;+1.0;Центральноафриканская Республика;;;
;Bongouanou;;Bongouanou;+0.0;Кот д'Ивуар;;;
;Abbaye;Боге;Boghe;+0.0;Мавритания;;;
;Grantley Adams International;;Bridgetown;-4.0;Барбадос;;;http://sunnybarbados.net/BarbadosAirport/
